tray_id,component,count,power_each_W,coolant_reference_C,resistance_low_K_W,resistance_high_K_W,junction_low_C,junction_high_C,target_max_C,target_margin_K,manufacturer_limit_C,manufacturer_margin_K
C14,GPU,4,1200.0,56.08421732345528,0.01,0.02,68.08421732345528,80.08421732345528,80.0,-0.08421732345527744,,
C14,CPU,2,500.00000000000006,56.08421732345528,0.02,0.04,66.08421732345528,76.08421732345528,80.0,3.9157826765447226,,
C15,GPU,4,1200.0,56.0860224641267,0.01,0.02,68.0860224641267,80.0860224641267,80.0,-0.08602246412669956,,
C15,CPU,2,500.00000000000006,56.0860224641267,0.02,0.04,66.0860224641267,76.0860224641267,80.0,3.9139775358733004,,
C16,GPU,4,1200.0,56.087266566132485,0.01,0.02,68.08726656613248,80.08726656613248,80.0,-0.08726656613248451,,
C16,CPU,2,500.00000000000006,56.087266566132485,0.02,0.04,66.08726656613248,76.08726656613248,80.0,3.9127334338675155,,
C17,GPU,4,1200.0,56.08807010613498,0.01,0.02,68.08807010613498,80.08807010613498,80.0,-0.08807010613497823,,
C17,CPU,2,500.00000000000006,56.08807010613498,0.02,0.04,66.08807010613498,76.08807010613498,80.0,3.9119298938650218,,
C18,GPU,4,1200.0,56.08861344531266,0.01,0.02,68.08861344531266,80.08861344531266,80.0,-0.08861344531266013,,
C18,CPU,2,500.00000000000006,56.08861344531266,0.02,0.04,66.08861344531266,76.08861344531266,80.0,3.91138655468734,,
