tray_id,component,count,power_each_W,coolant_reference_C,resistance_low_K_W,resistance_high_K_W,junction_low_C,junction_high_C,target_max_C,target_margin_K,manufacturer_limit_C,manufacturer_margin_K
C11,CPU,2,500.00000000000006,56.20045113278337,0.02,0.04,66.20045113278337,76.20045113278337,80.0,3.799548867216629,,
C12,GPU,4,1200.0,56.20489533243261,0.01,0.02,68.20489533243261,80.20489533243261,80.0,-0.2048953324326135,,
C12,CPU,2,500.00000000000006,56.20489533243261,0.02,0.04,66.20489533243261,76.20489533243261,80.0,3.7951046675673865,,
C13,GPU,4,1200.0,56.20834034225663,0.01,0.02,68.20834034225663,80.20834034225663,80.0,-0.20834034225663345,,
C13,CPU,2,500.00000000000006,56.20834034225663,0.02,0.04,66.20834034225663,76.20834034225663,80.0,3.7916596577433666,,
C14,GPU,4,1200.0,56.21092914561859,0.01,0.02,68.21092914561859,80.21092914561859,80.0,-0.21092914561859288,,
C14,CPU,2,500.00000000000006,56.21092914561859,0.02,0.04,66.21092914561859,76.21092914561859,80.0,3.789070854381407,,
C15,GPU,4,1200.0,56.21280663369117,0.01,0.02,68.21280663369117,80.21280663369117,80.0,-0.21280663369117292,,
C15,CPU,2,500.00000000000006,56.21280663369117,0.02,0.04,66.21280663369117,76.21280663369117,80.0,3.787193366308827,,
C16,GPU,4,1200.0,56.21411983780882,0.01,0.02,68.21411983780882,80.21411983780882,80.0,-0.21411983780882338,,
C16,CPU,2,500.00000000000006,56.21411983780882,0.02,0.04,66.21411983780882,76.21411983780882,80.0,3.7858801621911766,,
C17,GPU,4,1200.0,56.21501848669999,0.01,0.02,68.21501848669999,80.21501848669999,80.0,-0.21501848669998935,,
C17,CPU,2,500.00000000000006,56.21501848669999,0.02,0.04,66.21501848669999,76.21501848669999,80.0,3.7849815133000106,,
C18,GPU,4,1200.0,56.21565636644857,0.01,0.02,68.21565636644857,80.21565636644857,80.0,-0.21565636644857022,,
C18,CPU,2,500.00000000000006,56.21565636644857,0.02,0.04,66.21565636644857,76.21565636644857,80.0,3.7843436335514298,,
